"subject" "problem" "trial" "option" "outcome" "lastsample"
"1674" 28 4 8 1 -4 0
"1675" 28 4 9 1 -4 0
"1676" 28 4 10 1 -4 0
"1677" 28 4 11 1 -4 0
"1678" 28 4 12 1 0 1
"1679" 29 4 1 1 -4 0
"1680" 29 4 2 0 -3 0
"1681" 29 4 3 1 -4 0
"1682" 29 4 4 0 -3 0
"1683" 29 4 5 1 -4 0
"1684" 29 4 6 0 -3 0
"1685" 29 4 7 1 -4 0
"1686" 29 4 8 1 0 0
"1687" 29 4 9 1 -4 0
"1688" 29 4 10 1 -4 0
"1689" 29 4 11 1 -4 0
"1690" 29 4 12 1 -4 0
"1691" 29 4 13 1 0 0
"1692" 29 4 14 1 -4 0
"1693" 29 4 15 1 -4 0
"1694" 29 4 16 1 -4 0
"1695" 29 4 17 1 -4 0
"1696" 29 4 18 0 -3 0
"1697" 29 4 19 0 -3 0
"1698" 29 4 20 0 -3 0
"1699" 29 4 21 0 -3 0
"1700" 29 4 22 0 -3 0
"1701" 29 4 23 0 -3 0
"1702" 29 4 24 0 -3 0
"1703" 29 4 25 0 -3 0
"1704" 29 4 26 0 -3 0
"1705" 29 4 27 0 -3 0
"1706" 29 4 28 0 -3 0
"1707" 29 4 29 1 -4 0
"1708" 29 4 30 1 -4 0
"1709" 29 4 31 1 -4 0
"1710" 29 4 32 1 -4 0
"1711" 29 4 33 1 -4 0
"1712" 29 4 34 1 -4 0
"1713" 29 4 35 1 0 0
"1714" 29 4 36 1 -4 0
"1715" 29 4 37 1 0 0
"1716" 29 4 38 1 -4 0
"1717" 29 4 39 1 -4 0
"1718" 29 4 40 1 0 0
"1719" 29 4 41 1 -4 0
"1720" 29 4 42 1 -4 0
"1721" 29 4 43 0 -3 1
"1722" 30 4 1 1 -4 0
"1723" 30 4 2 0 -3 0
"1724" 30 4 3 1 -4 0
"1725" 30 4 4 0 -3 0
"1726" 30 4 5 0 -3 0
"1727" 30 4 6 0 -3 0
"1728" 30 4 7 0 -3 0
"1729" 30 4 8 1 -4 0
"1730" 30 4 9 1 0 0
"1731" 30 4 10 1 -4 0
"1732" 30 4 11 1 -4 0
"1733" 30 4 12 1 -4 0
"1734" 30 4 13 1 -4 0
"1735" 30 4 14 1 -4 0
"1736" 30 4 15 1 -4 0
"1737" 30 4 16 0 -3 0
"1738" 30 4 17 0 -3 0
"1739" 30 4 18 0 -3 0
"1740" 30 4 19 0 -3 0
"1741" 30 4 20 0 -3 0
"1742" 30 4 21 0 -3 0
"1743" 30 4 22 0 -3 0
"1744" 30 4 23 0 -3 0
"1745" 30 4 24 0 -3 0
"1746" 30 4 25 1 -4 0
"1747" 30 4 26 1 -4 0
"1748" 30 4 27 1 0 0
"1749" 30 4 28 1 -4 0
"1750" 30 4 29 1 -4 0
"1751" 30 4 30 1 -4 0
"1752" 30 4 31 1 -4 0
"1753" 30 4 32 1 -4 0
"1754" 30 4 33 1 -4 0
"1755" 30 4 34 1 -4 0
"1756" 30 4 35 1 0 0
"1757" 30 4 36 1 -4 0
"1758" 30 4 37 1 0 0
"1759" 30 4 38 1 0 0
"1760" 30 4 39 1 -4 0
"1761" 30 4 40 1 -4 0
"1762" 30 4 41 1 0 0
"1763" 30 4 42 1 0 0
"1764" 30 4 43 1 -4 0
"1765" 30 4 44 1 -4 0
"1766" 30 4 45 1 -4 0
"1767" 30 4 46 1 -4 0
"1768" 30 4 47 1 0 0
"1769" 30 4 48 1 -4 0
"1770" 30 4 49 1 -4 0
"1771" 30 4 50 1 -4 0
"1772" 30 4 51 1 -4 0
"1773" 30 4 52 1 -4 0
"1774" 30 4 53 1 -4 1
"1775" 31 4 1 1 -4 0
"1776" 31 4 2 0 -3 0
"1777" 31 4 3 1 0 0
"1778" 31 4 4 0 -3 0
"1779" 31 4 5 1 -4 0
"1780" 31 4 6 0 -3 0
"1781" 31 4 7 1 -4 0
"1782" 31 4 8 0 -3 0
"1783" 31 4 9 1 -4 0
"1784" 31 4 10 0 -3 0
"1785" 31 4 11 1 -4 1
"1786" 32 4 1 1 -4 0
"1787" 32 4 2 1 -4 0
"1788" 32 4 3 1 0 0
"1789" 32 4 4 1 -4 0
"1790" 32 4 5 1 0 0
"1791" 32 4 6 1 -4 0
"1792" 32 4 7 1 -4 0
"1793" 32 4 8 1 -4 0
"1794" 32 4 9 1 -4 0
"1795" 32 4 10 1 -4 0
"1796" 32 4 11 0 -3 0
"1797" 32 4 12 0 -3 0
"1798" 32 4 13 0 -3 0
"1799" 32 4 14 0 -3 0
"1800" 32 4 15 1 -4 0
"1801" 32 4 16 1 -4 0
"1802" 32 4 17 1 0 0
"1803" 32 4 18 1 0 0
"1804" 32 4 19 1 -4 0
"1805" 32 4 20 1 -4 0
"1806" 32 4 21 1 0 0
"1807" 32 4 22 1 -4 0
"1808" 32 4 23 1 -4 1
"1809" 33 4 1 1 -4 0
"1810" 33 4 2 1 0 0
"1811" 33 4 3 1 -4 0
"1812" 33 4 4 1 -4 0
"1813" 33 4 5 1 -4 0
"1814" 33 4 6 0 -3 0
"1815" 33 4 7 0 -3 0
"1816" 33 4 8 0 -3 0
"1817" 33 4 9 0 -3 0
"1818" 33 4 10 1 -4 0
"1819" 33 4 11 0 -3 0
"1820" 33 4 12 0 -3 0
"1821" 33 4 13 0 -3 0
"1822" 33 4 14 0 -3 0
"1823" 33 4 15 1 -4 1
"1824" 34 4 1 0 -3 0
"1825" 34 4 2 0 -3 0
"1826" 34 4 3 1 -4 0
"1827" 34 4 4 1 -4 0
"1828" 34 4 5 1 -4 0
"1829" 34 4 6 1 -4 0
"1830" 34 4 7 1 -4 0
"1831" 34 4 8 1 -4 0
"1832" 34 4 9 1 -4 0
"1833" 34 4 10 1 0 0
"1834" 34 4 11 1 0 0
"1835" 34 4 12 1 -4 0
"1836" 34 4 13 0 -3 0
"1837" 34 4 14 0 -3 0
"1838" 34 4 15 0 -3 0
"1839" 34 4 16 0 -3 0
"1840" 34 4 17 0 -3 0
"1841" 34 4 18 0 -3 0
"1842" 34 4 19 0 -3 1
"1843" 35 4 1 1 -4 0
"1844" 35 4 2 0 -3 0
"1845" 35 4 3 1 -4 0
"1846" 35 4 4 0 -3 0
"1847" 35 4 5 1 -4 0
"1848" 35 4 6 0 -3 0
"1849" 35 4 7 1 -4 0
"1850" 35 4 8 0 -3 0
"1851" 35 4 9 0 -3 1
"1852" 36 4 1 0 -3 0
"1853" 36 4 2 1 -4 0
"1854" 36 4 3 0 -3 0
"1855" 36 4 4 1 -4 0
"1856" 36 4 5 0 -3 0
"1857" 36 4 6 1 0 0
"1858" 36 4 7 0 -3 0
"1859" 36 4 8 1 -4 0
"1860" 36 4 9 0 -3 0
"1861" 36 4 10 1 -4 0
"1862" 36 4 11 1 -4 0
"1863" 36 4 12 1 -4 0
"1864" 36 4 13 0 -3 0
"1865" 36 4 14 1 -4 0
"1866" 36 4 15 0 -3 0
"1867" 36 4 16 1 -4 0
"1868" 36 4 17 0 -3 0
"1869" 36 4 18 1 0 0
"1870" 36 4 19 0 -3 0
"1871" 36 4 20 1 -4 0
"1872" 36 4 21 1 -4 0
"1873" 36 4 22 1 -4 0
"1874" 36 4 23 1 -4 0
"1875" 36 4 24 1 -4 0
"1876" 36 4 25 1 -4 0
"1877" 36 4 26 1 0 0
"1878" 36 4 27 1 -4 0
"1879" 36 4 28 1 -4 0
"1880" 36 4 29 1 -4 0
"1881" 36 4 30 1 -4 0
"1882" 36 4 31 1 0 0
"1883" 36 4 32 1 -4 0
"1884" 36 4 33 1 -4 0
"1885" 36 4 34 1 -4 0
"1886" 36 4 35 1 -4 0
"1887" 36 4 36 1 -4 0
"1888" 36 4 37 1 0 0
"1889" 36 4 38 1 -4 0
"1890" 36 4 39 1 0 0
"1891" 36 4 40 1 -4 0
"1892" 36 4 41 1 0 0
"1893" 36 4 42 1 -4 0
"1894" 36 4 43 1 -4 0
"1895" 36 4 44 1 0 0
"1896" 36 4 45 1 -4 0
"1897" 36 4 46 1 -4 0
"1898" 36 4 47 1 -4 0
"1899" 36 4 48 1 -4 1
"1900" 37 4 1 0 -3 0
"1901" 37 4 2 1 0 0
"1902" 37 4 3 1 -4 0
"1903" 37 4 4 0 -3 0
"1904" 37 4 5 1 -4 0
"1905" 37 4 6 0 -3 0
"1906" 37 4 7 1 -4 0
"1907" 37 4 8 0 -3 0
"1908" 37 4 9 1 0 0
"1909" 37 4 10 0 -3 0
"1910" 37 4 11 1 -4 0
"1911" 37 4 12 0 -3 0
"1912" 37 4 13 1 -4 0
"1913" 37 4 14 0 -3 0
"1914" 37 4 15 1 -4 0
"1915" 37 4 16 0 -3 0
"1916" 37 4 17 1 -4 0
"1917" 37 4 18 0 -3 0
"1918" 37 4 19 1 0 0
"1919" 37 4 20 0 -3 0
"1920" 37 4 21 0 -3 0
"1921" 37 4 22 0 -3 0
"1922" 37 4 23 0 -3 0
"1923" 37 4 24 1 -4 0
"1924" 37 4 25 1 -4 0
"1925" 37 4 26 1 -4 0
"1926" 37 4 27 1 -4 1
"1927" 38 4 1 0 -3 0
"1928" 38 4 2 0 -3 0
"1929" 38 4 3 0 -3 0
"1930" 38 4 4 0 -3 0
"1931" 38 4 5 0 -3 0
"1932" 38 4 6 0 -3 0
"1933" 38 4 7 1 -4 0
"1934" 38 4 8 1 -4 0
"1935" 38 4 9 1 -4 0
"1936" 38 4 10 1 -4 0
"1937" 38 4 11 1 0 0
"1938" 38 4 12 1 -4 0
"1939" 38 4 13 1 -4 0
"1940" 38 4 14 1 -4 0
"1941" 38 4 15 1 -4 0
"1942" 38 4 16 1 -4 0
"1943" 38 4 17 1 -4 0
"1944" 38 4 18 1 0 0
"1945" 38 4 19 1 -4 1
"1946" 39 4 1 0 -3 0
"1947" 39 4 2 0 -3 0
"1948" 39 4 3 0 -3 0
"1949" 39 4 4 0 -3 0
"1950" 39 4 5 0 -3 0
"1951" 39 4 6 1 -4 0
"1952" 39 4 7 1 -4 0
"1953" 39 4 8 1 -4 0
"1954" 39 4 9 1 0 0
"1955" 39 4 10 1 -4 0
"1956" 39 4 11 1 0 0
"1957" 39 4 12 1 -4 0
"1958" 39 4 13 1 -4 0
"1959" 39 4 14 1 0 0
"1960" 39 4 15 1 -4 0
"1961" 39 4 16 1 -4 0
"1962" 39 4 17 1 -4 0
"1963" 39 4 18 1 0 0
"1964" 39 4 19 0 -3 0
"1965" 39 4 20 0 -3 0
"1966" 39 4 21 0 -3 0
"1967" 39 4 22 0 -3 0
"1968" 39 4 23 0 -3 0
"1969" 39 4 24 0 -3 0
"1970" 39 4 25 0 -3 0
"1971" 39 4 26 0 -3 0
"1972" 39 4 27 0 -3 0
"1973" 39 4 28 0 -3 0
"1974" 39 4 29 0 -3 0
"1975" 39 4 30 0 -3 0
"1976" 39 4 31 1 -4 0
"1977" 39 4 32 1 0 0
"1978" 39 4 33 1 -4 0
"1979" 39 4 34 1 -4 0
"1980" 39 4 35 1 -4 0
"1981" 39 4 36 1 -4 0
"1982" 39 4 37 1 0 0
"1983" 39 4 38 1 -4 0
"1984" 39 4 39 1 -4 0
"1985" 39 4 40 1 -4 0
"1986" 39 4 41 1 -4 0
"1987" 39 4 42 0 -3 0
"1988" 39 4 43 0 -3 0
"1989" 39 4 44 0 -3 0
"1990" 39 4 45 0 -3 0
"1991" 39 4 46 0 -3 0
"1992" 39 4 47 0 -3 0
"1993" 39 4 48 0 -3 0
"1994" 39 4 49 0 -3 0
"1995" 39 4 50 0 -3 0
"1996" 39 4 51 0 -3 0
"1997" 39 4 52 0 -3 0
"1998" 39 4 53 0 -3 0
"1999" 39 4 54 0 -3 0
"2000" 39 4 55 1 -4 0
"2001" 39 4 56 1 -4 0
"2002" 39 4 57 1 -4 0
"2003" 39 4 58 1 -4 0
"2004" 39 4 59 1 -4 0
"2005" 39 4 60 1 -4 0
"2006" 39 4 61 1 -4 0
"2007" 39 4 62 1 -4 0
"2008" 39 4 63 1 -4 0
"2009" 39 4 64 0 -3 0
"2010" 39 4 65 0 -3 0
"2011" 39 4 66 1 -4 0
"2012" 39 4 67 0 -3 1
"2013" 40 4 1 1 0 0
"2014" 40 4 2 1 0 0
"2015" 40 4 3 1 -4 0
"2016" 40 4 4 1 -4 0
"2017" 40 4 5 1 -4 0
"2018" 40 4 6 1 0 0
"2019" 40 4 7 1 -4 0
"2020" 40 4 8 1 -4 0
"2021" 40 4 9 1 -4 0
"2022" 40 4 10 1 -4 0
"2023" 40 4 11 1 -4 0
"2024" 40 4 12 1 -4 0
"2025" 40 4 13 1 0 0
"2026" 40 4 14 1 -4 0
"2027" 40 4 15 0 -3 0
"2028" 40 4 16 0 -3 0
"2029" 40 4 17 0 -3 0
"2030" 40 4 18 0 -3 0
"2031" 40 4 19 0 -3 0
"2032" 40 4 20 0 -3 0
"2033" 40 4 21 0 -3 0
"2034" 40 4 22 0 -3 0
"2035" 40 4 23 0 -3 0
"2036" 40 4 24 0 -3 0
"2037" 40 4 25 0 -3 0
"2038" 40 4 26 0 -3 1
"2039" 41 4 1 0 -3 0
"2040" 41 4 2 0 -3 0
"2041" 41 4 3 0 -3 0
"2042" 41 4 4 1 0 0
"2043" 41 4 5 1 -4 0
"2044" 41 4 6 1 -4 0
"2045" 41 4 7 1 -4 0
"2046" 41 4 8 0 -3 0
"2047" 41 4 9 0 -3 0
"2048" 41 4 10 1 -4 0
"2049" 41 4 11 1 -4 0
"2050" 41 4 12 0 -3 0
"2051" 41 4 13 0 -3 0
"2052" 41 4 14 1 -4 1
"2053" 42 4 1 0 -3 0
"2054" 42 4 2 1 -4 0
"2055" 42 4 3 1 0 0
"2056" 42 4 4 0 -3 0
"2057" 42 4 5 0 -3 0
"2058" 42 4 6 1 -4 0
"2059" 42 4 7 1 0 0
"2060" 42 4 8 0 -3 1
"2061" 43 4 1 0 -3 0
"2062" 43 4 2 0 -3 0
"2063" 43 4 3 0 -3 0
"2064" 43 4 4 0 -3 0
"2065" 43 4 5 0 -3 0
"2066" 43 4 6 0 -3 0
"2067" 43 4 7 0 -3 0
"2068" 43 4 8 0 -3 0
"2069" 43 4 9 1 0 0
"2070" 43 4 10 1 -4 0
"2071" 43 4 11 1 -4 0
"2072" 43 4 12 1 -4 0
"2073" 43 4 13 1 0 0
"2074" 43 4 14 1 -4 0
"2075" 43 4 15 1 -4 0
"2076" 43 4 16 1 -4 0
"2077" 43 4 17 1 -4 0
"2078" 43 4 18 1 -4 1
"2079" 44 4 1 1 -4 0
"2080" 44 4 2 0 -3 1
"2081" 45 4 1 1 -4 0
"2082" 45 4 2 1 -4 0
"2083" 45 4 3 0 -3 0
"2084" 45 4 4 0 -3 0
"2085" 45 4 5 0 -3 0
"2086" 45 4 6 0 -3 0
"2087" 45 4 7 1 -4 0
"2088" 45 4 8 1 -4 0
"2089" 45 4 9 1 0 0
"2090" 45 4 10 1 -4 0
"2091" 45 4 11 0 -3 0
"2092" 45 4 12 0 -3 0
"2093" 45 4 13 0 -3 0
"2094" 45 4 14 1 0 0
"2095" 45 4 15 1 -4 0
"2096" 45 4 16 1 -4 0
"2097" 45 4 17 1 -4 0
"2098" 45 4 18 1 -4 0
"2099" 45 4 19 1 0 1
"2100" 46 4 1 0 -3 0
"2101" 46 4 2 1 0 0
"2102" 46 4 3 1 -4 0
"2103" 46 4 4 1 -4 0
"2104" 46 4 5 0 -3 0
"2105" 46 4 6 0 -3 0
"2106" 46 4 7 1 -4 0
"2107" 46 4 8 1 -4 0
"2108" 46 4 9 1 -4 1
"2109" 47 4 1 0 -3 0
"2110" 47 4 2 0 -3 0
"2111" 47 4 3 1 -4 0
"2112" 47 4 4 1 -4 0
"2113" 47 4 5 1 -4 0
"2114" 47 4 6 0 -3 0
"2115" 47 4 7 0 -3 0
"2116" 47 4 8 0 -3 0
"2117" 47 4 9 0 -3 0
"2118" 47 4 10 1 0 0
"2119" 47 4 11 1 -4 0
"2120" 47 4 12 1 -4 0
"2121" 47 4 13 1 -4 0
"2122" 47 4 14 1 -4 0
"2123" 47 4 15 1 -4 0
"2124" 47 4 16 1 -4 0
"2125" 47 4 17 1 -4 0
"2126" 47 4 18 1 -4 0
"2127" 47 4 19 0 -3 0
"2128" 47 4 20 0 -3 0
"2129" 47 4 21 0 -3 0
"2130" 47 4 22 1 -4 0
"2131" 47 4 23 1 0 0
"2132" 47 4 24 1 -4 0
"2133" 47 4 25 0 -3 0
"2134" 47 4 26 0 -3 0
"2135" 47 4 27 1 -4 1
"2136" 48 4 1 1 -4 0
"2137" 48 4 2 1 -4 0
"2138" 48 4 3 1 0 0
"2139" 48 4 4 1 0 0
"2140" 48 4 5 1 -4 0
"2141" 48 4 6 1 -4 0
"2142" 48 4 7 1 -4 0
"2143" 48 4 8 1 -4 0
"2144" 48 4 9 1 -4 0
"2145" 48 4 10 1 -4 0
"2146" 48 4 11 0 -3 0
"2147" 48 4 12 0 -3 0
"2148" 48 4 13 0 -3 0
"2149" 48 4 14 0 -3 0
"2150" 48 4 15 0 -3 0
"2151" 48 4 16 0 -3 0
"2152" 48 4 17 0 -3 0
"2153" 48 4 18 0 -3 0
"2154" 48 4 19 0 -3 0
"2155" 48 4 20 0 -3 0
"2156" 48 4 21 1 -4 1
"2157" 49 4 1 1 0 0
"2158" 49 4 2 1 -4 0
"2159" 49 4 3 1 -4 0
"2160" 49 4 4 1 -4 0
"2161" 49 4 5 0 -3 0
"2162" 49 4 6 0 -3 0
"2163" 49 4 7 0 -3 0
"2164" 49 4 8 0 -3 0
"2165" 49 4 9 0 -3 0
"2166" 49 4 10 1 -4 0
"2167" 49 4 11 0 -3 0
"2168" 49 4 12 1 -4 0
"2169" 49 4 13 0 -3 0
"2170" 49 4 14 1 -4 0
"2171" 49 4 15 1 -4 0
"2172" 49 4 16 1 0 0
"2173" 49 4 17 1 -4 0
"2174" 49 4 18 1 -4 0
"2175" 49 4 19 0 -3 0
"2176" 49 4 20 0 -3 0
"2177" 49 4 21 0 -3 0
"2178" 49 4 22 1 -4 0
"2179" 49 4 23 0 -3 0
"2180" 49 4 24 1 -4 0
"2181" 49 4 25 1 -4 0
"2182" 49 4 26 1 -4 0
"2183" 49 4 27 1 0 0
"2184" 49 4 28 1 -4 0
"2185" 49 4 29 1 0 1
"2186" 50 4 1 0 -3 0
"2187" 50 4 2 1 -4 0
"2188" 50 4 3 1 -4 0
"2189" 50 4 4 1 -4 0
"2190" 50 4 5 1 -4 0
"2191" 50 4 6 1 -4 0
"2192" 50 4 7 0 -3 0
"2193" 50 4 8 0 -3 0
"2194" 50 4 9 0 -3 0
"2195" 50 4 10 0 -3 0
"2196" 50 4 11 1 -4 0
"2197" 50 4 12 0 -3 0
"2198" 50 4 13 1 0 0
"2199" 50 4 14 1 -4 0
"2200" 50 4 15 1 -4 0
"2201" 50 4 16 1 -4 0
"2202" 50 4 17 1 -4 0
"2203" 50 4 18 1 -4 0
"2204" 50 4 19 1 -4 0
"2205" 50 4 20 1 -4 0
"2206" 50 4 21 1 -4 0
"2207" 50 4 22 1 -4 0
"2208" 50 4 23 1 -4 0
"2209" 50 4 24 1 -4 0
"2210" 50 4 25 1 0 0
"2211" 50 4 26 1 -4 0
"2212" 50 4 27 0 -3 0
"2213" 50 4 28 0 -3 0
"2214" 50 4 29 0 -3 0
"2215" 50 4 30 0 -3 0
"2216" 50 4 31 0 -3 0
"2217" 50 4 32 0 -3 0
"2218" 50 4 33 0 -3 0
"2219" 50 4 34 0 -3 0
"2220" 50 4 35 0 -3 0
"2221" 50 4 36 0 -3 0
"2222" 50 4 37 0 -3 0
"2223" 50 4 38 0 -3 0
"2224" 50 4 39 0 -3 0
"2225" 50 4 40 0 -3 0
"2226" 50 4 41 0 -3 0
"2227" 50 4 42 0 -3 0
"2228" 50 4 43 0 -3 0
"2229" 50 4 44 0 -3 0
"2230" 50 4 45 0 -3 0
"2231" 50 4 46 0 -3 0
"2232" 50 4 47 1 -4 0
"2233" 50 4 48 1 -4 0
"2234" 50 4 49 1 -4 0
"2235" 50 4 50 1 -4 0
"2236" 50 4 51 1 -4 0
"2237" 50 4 52 1 -4 0
"2238" 50 4 53 1 -4 0
"2239" 50 4 54 1 -4 0
"2240" 50 4 55 1 -4 0
"2241" 50 4 56 1 -4 0
"2242" 50 4 57 1 0 0
"2243" 50 4 58 1 -4 0
"2244" 50 4 59 1 -4 0
"2245" 50 4 60 1 -4 0
"2246" 50 4 61 1 -4 0
"2247" 50 4 62 1 -4 0
"2248" 50 4 63 1 -4 0
"2249" 50 4 64 1 -4 0
"2250" 50 4 65 1 -4 0
"2251" 50 4 66 1 0 0
"2252" 50 4 67 1 -4 0
"2253" 50 4 68 1 -4 0
"2254" 50 4 69 1 -4 0
"2255" 50 4 70 1 0 1
"2256" 26 5 1 1 3 0
"2257" 26 5 2 1 3 0
"2258" 26 5 3 1 3 0
"2259" 26 5 4 1 3 0
"2260" 26 5 5 0 32 0
"2261" 26 5 6 0 0 0
"2262" 26 5 7 0 0 0
"2263" 26 5 8 0 0 0
"2264" 26 5 9 0 0 0
"2265" 26 5 10 0 0 0
"2266" 26 5 11 0 0 0
"2267" 26 5 12 0 0 0
"2268" 26 5 13 0 32 0
"2269" 26 5 14 0 0 0
"2270" 26 5 15 0 32 0
"2271" 26 5 16 0 0 0
"2272" 26 5 17 0 0 0
"2273" 26 5 18 1 3 0
"2274" 26 5 19 1 3 0
"2275" 26 5 20 1 3 0
"2276" 26 5 21 1 3 0
"2277" 26 5 22 1 3 0
"2278" 26 5 23 0 0 0
"2279" 26 5 24 0 0 0
"2280" 26 5 25 0 0 0
"2281" 26 5 26 0 0 0
"2282" 26 5 27 0 0 0
"2283" 26 5 28 1 3 1
"2284" 27 5 1 0 0 0
"2285" 27 5 2 0 0 0
"2286" 27 5 3 0 0 0
"2287" 27 5 4 0 0 0
"2288" 27 5 5 0 0 0
"2289" 27 5 6 0 0 0
"2290" 27 5 7 0 0 0
"2291" 27 5 8 0 0 0
"2292" 27 5 9 0 0 0
"2293" 27 5 10 0 0 0
"2294" 27 5 11 0 0 0
"2295" 27 5 12 1 3 0
"2296" 27 5 13 1 3 0
"2297" 27 5 14 1 3 1
"2298" 28 5 1 1 3 0
"2299" 28 5 2 1 3 0
"2300" 28 5 3 1 3 0
"2301" 28 5 4 0 0 0
"2302" 28 5 5 0 0 0
"2303" 28 5 6 0 0 0
"2304" 28 5 7 0 0 0
"2305" 28 5 8 1 3 1
"2306" 29 5 1 0 0 0
"2307" 29 5 2 1 3 1
"2308" 30 5 1 0 0 0
"2309" 30 5 2 1 3 0
"2310" 30 5 3 0 0 0
"2311" 30 5 4 1 3 0
"2312" 30 5 5 1 3 0
"2313" 30 5 6 1 3 0
"2314" 30 5 7 1 3 0
"2315" 30 5 8 1 3 0
"2316" 30 5 9 0 0 0
"2317" 30 5 10 0 0 0
"2318" 30 5 11 0 0 0
"2319" 30 5 12 0 0 0
"2320" 30 5 13 0 0 0
"2321" 30 5 14 1 3 0
"2322" 30 5 15 1 3 0
"2323" 30 5 16 1 3 1
"2324" 31 5 1 0 0 0
"2325" 31 5 2 1 3 0
"2326" 31 5 3 0 0 0
"2327" 31 5 4 1 3 0
"2328" 31 5 5 0 0 0
"2329" 31 5 6 1 3 0
"2330" 31 5 7 0 0 0
"2331" 31 5 8 1 3 1
"2332" 32 5 1 1 3 0
"2333" 32 5 2 1 3 0
"2334" 32 5 3 1 3 0
"2335" 32 5 4 1 3 0
"2336" 32 5 5 0 0 0
"2337" 32 5 6 0 0 0
"2338" 32 5 7 0 32 0
"2339" 32 5 8 0 0 0
"2340" 32 5 9 0 0 0
"2341" 32 5 10 0 0 0
"2342" 32 5 11 0 0 0
"2343" 32 5 12 0 0 0
"2344" 32 5 13 0 32 0
"2345" 32 5 14 0 0 0
"2346" 32 5 15 0 0 0
"2347" 32 5 16 0 0 0
"2348" 32 5 17 0 0 0
"2349" 32 5 18 0 32 0
"2350" 32 5 19 0 0 0
"2351" 32 5 20 0 0 0
"2352" 32 5 21 0 0 0
"2353" 32 5 22 0 0 1
"2354" 33 5 1 1 3 0
"2355" 33 5 2 0 0 0
"2356" 33 5 3 1 3 0
"2357" 33 5 4 1 3 0
"2358" 33 5 5 1 3 0
"2359" 33 5 6 0 0 0
"2360" 33 5 7 0 0 1
"2361" 34 5 1 1 3 0
"2362" 34 5 2 1 3 0
"2363" 34 5 3 1 3 0
"2364" 34 5 4 0 0 0
"2365" 34 5 5 0 0 0
"2366" 34 5 6 0 0 0
"2367" 34 5 7 0 0 0
"2368" 34 5 8 0 0 0
"2369" 34 5 9 0 0 0
"2370" 34 5 10 0 0 0
"2371" 34 5 11 0 0 0
"2372" 34 5 12 1 3 0
"2373" 34 5 13 1 3 0
"2374" 34 5 14 1 3 0
"2375" 34 5 15 1 3 0
"2376" 34 5 16 1 3 0
"2377" 34 5 17 1 3 0
"2378" 34 5 18 1 3 1
"2379" 35 5 1 0 0 0
"2380" 35 5 2 1 3 0
"2381" 35 5 3 0 0 0
"2382" 35 5 4 1 3 0
"2383" 35 5 5 0 0 0
"2384" 35 5 6 1 3 0
"2385" 35 5 7 0 0 0
"2386" 35 5 8 1 3 0
"2387" 35 5 9 0 0 0
"2388" 35 5 10 1 3 1
"2389" 36 5 1 1 3 0
"2390" 36 5 2 0 0 0
"2391" 36 5 3 1 3 0
"2392" 36 5 4 1 3 0
"2393" 36 5 5 1 3 0
"2394" 36 5 6 0 0 0
"2395" 36 5 7 0 0 0
"2396" 36 5 8 0 0 0
"2397" 36 5 9 1 3 1
"2398" 37 5 1 0 0 0
"2399" 37 5 2 0 0 0
"2400" 37 5 3 0 0 0
"2401" 37 5 4 0 0 0
"2402" 37 5 5 0 0 0
"2403" 37 5 6 1 3 1
"2404" 38 5 1 0 32 0
"2405" 38 5 2 0 0 0
"2406" 38 5 3 0 32 0
"2407" 38 5 4 0 0 0
"2408" 38 5 5 0 0 0
"2409" 38 5 6 0 0 0
"2410" 38 5 7 0 0 0
"2411" 38 5 8 0 0 0
"2412" 38 5 9 0 0 0
"2413" 38 5 10 0 0 0
"2414" 38 5 11 0 0 0
"2415" 38 5 12 0 0 0
"2416" 38 5 13 0 0 0
"2417" 38 5 14 0 0 0
"2418" 38 5 15 0 0 0
"2419" 38 5 16 0 0 0
"2420" 38 5 17 0 0 0
"2421" 38 5 18 0 0 0
"2422" 38 5 19 0 0 0
"2423" 38 5 20 1 3 0
"2424" 38 5 21 1 3 0
"2425" 38 5 22 1 3 0
"2426" 38 5 23 1 3 0
"2427" 38 5 24 1 3 0
"2428" 38 5 25 1 3 0
"2429" 38 5 26 1 3 0
"2430" 38 5 27 1 3 0
"2431" 38 5 28 1 3 0
"2432" 38 5 29 1 3 0
"2433" 38 5 30 1 3 0
"2434" 38 5 31 1 3 1
"2435" 39 5 1 0 0 0
"2436" 39 5 2 0 0 0
"2437" 39 5 3 0 0 0
"2438" 39 5 4 0 0 0
"2439" 39 5 5 0 0 0
"2440" 39 5 6 1 3 0
"2441" 39 5 7 1 3 0
"2442" 39 5 8 1 3 0
"2443" 39 5 9 1 3 0
"2444" 39 5 10 1 3 1
"2445" 40 5 1 1 3 0
"2446" 40 5 2 1 3 0
"2447" 40 5 3 1 3 0
"2448" 40 5 4 1 3 0
"2449" 40 5 5 1 3 0
"2450" 40 5 6 1 3 0
"2451" 40 5 7 1 3 0
"2452" 40 5 8 1 3 0
"2453" 40 5 9 1 3 0
"2454" 40 5 10 1 3 0
"2455" 40 5 11 1 3 0
"2456" 40 5 12 1 3 0
"2457" 40 5 13 1 3 0
"2458" 40 5 14 1 3 0
"2459" 40 5 15 1 3 0
"2460" 40 5 16 1 3 0
"2461" 40 5 17 0 0 0
"2462" 40 5 18 0 0 0
"2463" 40 5 19 0 0 0
"2464" 40 5 20 0 0 0
